email,name,attribs
mairie.belleu@wanadoo.fr,BELLEU,"{""nom_commune"": ""BELLEU"", ""departement_numero"": ""2"", ""zipcode"": ""02200"", ""population_commune"": ""3867"", ""code_insee"": ""2064"", ""city"": ""BELLEU"", ""state"": ""AISNE""}"
bellicourt.mairie@wanadoo.fr,BELLICOURT,"{""nom_commune"": ""BELLICOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02420"", ""population_commune"": ""635"", ""code_insee"": ""2065"", ""city"": ""BELLICOURT"", ""state"": ""AISNE""}"
mairie-bergues@orange.fr,BERGUES-SUR-SAMBRE,"{""nom_commune"": ""BERGUES-SUR-SAMBRE"", ""departement_numero"": ""2"", ""zipcode"": ""02450"", ""population_commune"": ""219"", ""code_insee"": ""2067"", ""city"": ""BERGUES-SUR-SAMBRE"", ""state"": ""AISNE""}"
mairie-berlancourt02@wanadoo.fr,BERLANCOURT,"{""nom_commune"": ""BERLANCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02250"", ""population_commune"": ""105"", ""code_insee"": ""2068"", ""city"": ""BERLANCOURT"", ""state"": ""AISNE""}"
berlancourt@paysnoyonnais.fr,BERLANCOURT,"{""nom_commune"": ""BERLANCOURT"", ""departement_numero"": ""60"", ""zipcode"": ""60640"", ""population_commune"": ""105"", ""code_insee"": ""2068"", ""city"": ""BERLANCOURT"", ""state"": ""AISNE""}"
mairie-berlise@orange.fr,BERLISE,"{""nom_commune"": ""BERLISE"", ""departement_numero"": ""2"", ""zipcode"": ""02340"", ""population_commune"": ""124"", ""code_insee"": ""2069"", ""city"": ""BERLISE"", ""state"": ""AISNE""}"
mairie.bernot@wanadoo.fr,BERNOT,"{""nom_commune"": ""BERNOT"", ""departement_numero"": ""2"", ""zipcode"": ""02120"", ""population_commune"": ""453"", ""code_insee"": ""2070"", ""city"": ""BERNOT"", ""state"": ""AISNE""}"
mairiede.berny-riviere@wanadoo.fr,BERNY-RIVIÈRE,"{""nom_commune"": ""BERNY-RIVIÈRE"", ""departement_numero"": ""2"", ""zipcode"": ""02290"", ""population_commune"": ""622"", ""code_insee"": ""2071"", ""city"": ""BERNY-RIVIÈRE"", ""state"": ""AISNE""}"
mairie.berrieux02@orange.fr,BERRIEUX,"{""nom_commune"": ""BERRIEUX"", ""departement_numero"": ""2"", ""zipcode"": ""02820"", ""population_commune"": ""181"", ""code_insee"": ""2072"", ""city"": ""BERRIEUX"", ""state"": ""AISNE""}"
mairie@berry-au-bac.fr,BERRY-AU-BAC,"{""nom_commune"": ""BERRY-AU-BAC"", ""departement_numero"": ""2"", ""zipcode"": ""02190"", ""population_commune"": ""588"", ""code_insee"": ""2073"", ""city"": ""BERRY-AU-BAC"", ""state"": ""AISNE""}"
mairie@bertaucourt.fr,BERTAUCOURT-EPOURDON,"{""nom_commune"": ""BERTAUCOURT-EPOURDON"", ""departement_numero"": ""2"", ""zipcode"": ""02800"", ""population_commune"": ""615"", ""code_insee"": ""2074"", ""city"": ""BERTAUCOURT-EPOURDON"", ""state"": ""AISNE""}"
berthenicourt@laposte.net,BERTHENICOURT,"{""nom_commune"": ""BERTHENICOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02240"", ""population_commune"": ""210"", ""code_insee"": ""2075"", ""city"": ""BERTHENICOURT"", ""state"": ""AISNE""}"
bertricourt.mairie@orange.fr,BERTRICOURT,"{""nom_commune"": ""BERTRICOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02190"", ""population_commune"": ""163"", ""code_insee"": ""2076"", ""city"": ""BERTRICOURT"", ""state"": ""AISNE""}"
mairie.besme@wanadoo.fr,BESMÉ,"{""nom_commune"": ""BESMÉ"", ""departement_numero"": ""2"", ""zipcode"": ""02300"", ""population_commune"": ""157"", ""code_insee"": ""2078"", ""city"": ""BESMÉ"", ""state"": ""AISNE""}"
mairie.besmont@wanadoo.fr,BESMONT,"{""nom_commune"": ""BESMONT"", ""departement_numero"": ""2"", ""zipcode"": ""02500"", ""population_commune"": ""155"", ""code_insee"": ""2079"", ""city"": ""BESMONT"", ""state"": ""AISNE""}"
mairie.besnyetloizy@orange.fr,BESNY-ET-LOIZY,"{""nom_commune"": ""BESNY-ET-LOIZY"", ""departement_numero"": ""2"", ""zipcode"": ""02870"", ""population_commune"": ""370"", ""code_insee"": ""2080"", ""city"": ""BESNY-ET-LOIZY"", ""state"": ""AISNE""}"
mairie-de-bethancourt-en-vaux@wanadoo.fr,BÉTHANCOURT-EN-VAUX,"{""nom_commune"": ""BÉTHANCOURT-EN-VAUX"", ""departement_numero"": ""2"", ""zipcode"": ""02300"", ""population_commune"": ""447"", ""code_insee"": ""2081"", ""city"": ""BÉTHANCOURT-EN-VAUX"", ""state"": ""AISNE""}"
mairie.beuvardes@wanadoo.fr,BEUVARDES,"{""nom_commune"": ""BEUVARDES"", ""departement_numero"": ""2"", ""zipcode"": ""02130"", ""population_commune"": ""722"", ""code_insee"": ""2083"", ""city"": ""BEUVARDES"", ""state"": ""AISNE""}"
mairiebezuleguery@wanadoo.fr,BÉZU-LE-GUÉRY,"{""nom_commune"": ""BÉZU-LE-GUÉRY"", ""departement_numero"": ""2"", ""zipcode"": ""02310"", ""population_commune"": ""259"", ""code_insee"": ""2084"", ""city"": ""BÉZU-LE-GUÉRY"", ""state"": ""AISNE""}"
mairie-bezustgermain@wanadoo.fr,BÉZU-SAINT-GERMAIN,"{""nom_commune"": ""BÉZU-SAINT-GERMAIN"", ""departement_numero"": ""2"", ""zipcode"": ""02400"", ""population_commune"": ""977"", ""code_insee"": ""2085"", ""city"": ""BÉZU-SAINT-GERMAIN"", ""state"": ""AISNE""}"
mairie.bichancourt@gmail.com,BICHANCOURT,"{""nom_commune"": ""BICHANCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02300"", ""population_commune"": ""1053"", ""code_insee"": ""2086"", ""city"": ""BICHANCOURT"", ""state"": ""AISNE""}"
mairie.bieuxy@orange.fr,BIEUXY,"{""nom_commune"": ""BIEUXY"", ""departement_numero"": ""2"", ""zipcode"": ""02290"", ""population_commune"": ""30"", ""code_insee"": ""2087"", ""city"": ""BIEUXY"", ""state"": ""AISNE""}"
mairiedebievres@wanadoo.fr,BIÈVRES,"{""nom_commune"": ""BIÈVRES"", ""departement_numero"": ""8"", ""zipcode"": ""08370"", ""population_commune"": ""71"", ""code_insee"": ""2088"", ""city"": ""BIÈVRES"", ""state"": ""AISNE""}"
contact@bievres.fr,BIÈVRES,"{""nom_commune"": ""BIÈVRES"", ""departement_numero"": ""91"", ""zipcode"": ""91570"", ""population_commune"": ""71"", ""code_insee"": ""2088"", ""city"": ""BIÈVRES"", ""state"": ""AISNE""}"
secretariat@mairie-billy02.fr,BILLY-SUR-AISNE,"{""nom_commune"": ""BILLY-SUR-AISNE"", ""departement_numero"": ""2"", ""zipcode"": ""02200"", ""population_commune"": ""1102"", ""code_insee"": ""2089"", ""city"": ""BILLY-SUR-AISNE"", ""state"": ""AISNE""}"
billysurourcq@wanadoo.fr,BILLY-SUR-OURCQ,"{""nom_commune"": ""BILLY-SUR-OURCQ"", ""departement_numero"": ""2"", ""zipcode"": ""02210"", ""population_commune"": ""215"", ""code_insee"": ""2090"", ""city"": ""BILLY-SUR-OURCQ"", ""state"": ""AISNE""}"
dominiqueferte-blanzy@orange.fr,BLANZY-LÈS-FISMES,"{""nom_commune"": ""BLANZY-LÈS-FISMES"", ""departement_numero"": ""2"", ""zipcode"": ""02160"", ""population_commune"": ""93"", ""code_insee"": ""2091"", ""city"": ""BLANZY-LÈS-FISMES"", ""state"": ""AISNE""}"
mairie.blerancourt@orange.fr,BLÉRANCOURT,"{""nom_commune"": ""BLÉRANCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02300"", ""population_commune"": ""1245"", ""code_insee"": ""2093"", ""city"": ""BLÉRANCOURT"", ""state"": ""AISNE""}"
blesmes.mairie02@wanadoo.fr,BLESMES,"{""nom_commune"": ""BLESMES"", ""departement_numero"": ""2"", ""zipcode"": ""02400"", ""population_commune"": ""384"", ""code_insee"": ""2094"", ""city"": ""BLESMES"", ""state"": ""AISNE""}"
contact@bohainenvermandois.fr,BOHAIN-EN-VERMANDOIS,"{""nom_commune"": ""BOHAIN-EN-VERMANDOIS"", ""departement_numero"": ""2"", ""zipcode"": ""02110"", ""population_commune"": ""5921"", ""code_insee"": ""2095"", ""city"": ""BOHAIN-EN-VERMANDOIS"", ""state"": ""AISNE""}"
boislespargnymairie@orange.fr,BOIS-LÈS-PARGNY,"{""nom_commune"": ""BOIS-LÈS-PARGNY"", ""departement_numero"": ""2"", ""zipcode"": ""02270"", ""population_commune"": ""188"", ""code_insee"": ""2096"", ""city"": ""BOIS-LÈS-PARGNY"", ""state"": ""AISNE""}"
mairie@boncourt.fr,BONCOURT,"{""nom_commune"": ""BONCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02350"", ""population_commune"": ""254"", ""code_insee"": ""2097"", ""city"": ""BONCOURT"", ""state"": ""AISNE""}"
mairiedeboncourt@wanadoo.fr,BONCOURT,"{""nom_commune"": ""BONCOURT"", ""departement_numero"": ""27"", ""zipcode"": ""27120"", ""population_commune"": ""254"", ""code_insee"": ""2097"", ""city"": ""BONCOURT"", ""state"": ""AISNE""}"
mairie.boncourt1@orange.fr,BONCOURT,"{""nom_commune"": ""BONCOURT"", ""departement_numero"": ""28"", ""zipcode"": ""28260"", ""population_commune"": ""254"", ""code_insee"": ""2097"", ""city"": ""BONCOURT"", ""state"": ""AISNE""}"
communedeboncourt@orange.fr,BONCOURT,"{""nom_commune"": ""BONCOURT"", ""departement_numero"": ""54"", ""zipcode"": ""54800"", ""population_commune"": ""254"", ""code_insee"": ""2097"", ""city"": ""BONCOURT"", ""state"": ""AISNE""}"
mairiedebonneil@gmail.com,BONNEIL,"{""nom_commune"": ""BONNEIL"", ""departement_numero"": ""2"", ""zipcode"": ""02400"", ""population_commune"": ""396"", ""code_insee"": ""2098"", ""city"": ""BONNEIL"", ""state"": ""AISNE""}"
mairie.bonnesvalyn@orange.fr,BONNESVALYN,"{""nom_commune"": ""BONNESVALYN"", ""departement_numero"": ""2"", ""zipcode"": ""02400"", ""population_commune"": ""248"", ""code_insee"": ""2099"", ""city"": ""BONNESVALYN"", ""state"": ""AISNE""}"
mairie-de-bony@orange.fr,BONY,"{""nom_commune"": ""BONY"", ""departement_numero"": ""2"", ""zipcode"": ""02420"", ""population_commune"": ""140"", ""code_insee"": ""2100"", ""city"": ""BONY"", ""state"": ""AISNE""}"
mairiebosmont@wanadoo.fr,BOSMONT-SUR-SERRE,"{""nom_commune"": ""BOSMONT-SUR-SERRE"", ""departement_numero"": ""2"", ""zipcode"": ""02250"", ""population_commune"": ""207"", ""code_insee"": ""2101"", ""city"": ""BOSMONT-SUR-SERRE"", ""state"": ""AISNE""}"
contact@mairie.bouconville-vauclair.fr,BOUCONVILLE-VAUCLAIR,"{""nom_commune"": ""BOUCONVILLE-VAUCLAIR"", ""departement_numero"": ""2"", ""zipcode"": ""02860"", ""population_commune"": ""194"", ""code_insee"": ""2102"", ""city"": ""BOUCONVILLE-VAUCLAIR"", ""state"": ""AISNE""}"
accueil@mairie-boue.fr,BOUÉ,"{""nom_commune"": ""BOUÉ"", ""departement_numero"": ""2"", ""zipcode"": ""02450"", ""population_commune"": ""1276"", ""code_insee"": ""2103"", ""city"": ""BOUÉ"", ""state"": ""AISNE""}"
mairie.bouffi@orange.fr,BOUFFIGNEREUX,"{""nom_commune"": ""BOUFFIGNEREUX"", ""departement_numero"": ""2"", ""zipcode"": ""02160"", ""population_commune"": ""104"", ""code_insee"": ""2104"", ""city"": ""BOUFFIGNEREUX"", ""state"": ""AISNE""}"
mairiedebouresches@wanadoo.fr,BOURESCHES,"{""nom_commune"": ""BOURESCHES"", ""departement_numero"": ""2"", ""zipcode"": ""02400"", ""population_commune"": ""202"", ""code_insee"": ""2105"", ""city"": ""BOURESCHES"", ""state"": ""AISNE""}"
mairie0121@orange.fr,BOURG-ET-COMIN,"{""nom_commune"": ""BOURG-ET-COMIN"", ""departement_numero"": ""2"", ""zipcode"": ""02160"", ""population_commune"": ""787"", ""code_insee"": ""2106"", ""city"": ""BOURG-ET-COMIN"", ""state"": ""AISNE""}"
mairie.bourguignon-coucy@orange.fr,BOURGUIGNON-SOUS-COUCY,"{""nom_commune"": ""BOURGUIGNON-SOUS-COUCY"", ""departement_numero"": ""2"", ""zipcode"": ""02300"", ""population_commune"": ""92"", ""code_insee"": ""2107"", ""city"": ""BOURGUIGNON-SOUS-COUCY"", ""state"": ""AISNE""}"
mairiedelabouteille@wanadoo.fr,LA BOUTEILLE,"{""nom_commune"": ""LA BOUTEILLE"", ""departement_numero"": ""2"", ""zipcode"": ""02140"", ""population_commune"": ""499"", ""code_insee"": ""2109"", ""city"": ""LA BOUTEILLE"", ""state"": ""AISNE""}"
accueil@braine.fr,BRAINE,"{""nom_commune"": ""BRAINE"", ""departement_numero"": ""2"", ""zipcode"": ""02220"", ""population_commune"": ""2196"", ""code_insee"": ""2110"", ""city"": ""BRAINE"", ""state"": ""AISNE""}"
mairie@brancourt-en-laonnois.fr,BRANCOURT-EN-LAONNOIS,"{""nom_commune"": ""BRANCOURT-EN-LAONNOIS"", ""departement_numero"": ""2"", ""zipcode"": ""02320"", ""population_commune"": ""692"", ""code_insee"": ""2111"", ""city"": ""BRANCOURT-EN-LAONNOIS"", ""state"": ""AISNE""}"
mairie-brancourt-le-grand@wanadoo.fr,BRANCOURT-LE-GRAND,"{""nom_commune"": ""BRANCOURT-LE-GRAND"", ""departement_numero"": ""2"", ""zipcode"": ""02110"", ""population_commune"": ""620"", ""code_insee"": ""2112"", ""city"": ""BRANCOURT-LE-GRAND"", ""state"": ""AISNE""}"
contact@brasles.fr,BRASLES,"{""nom_commune"": ""BRASLES"", ""departement_numero"": ""2"", ""zipcode"": ""02400"", ""population_commune"": ""1355"", ""code_insee"": ""2114"", ""city"": ""BRASLES"", ""state"": ""AISNE""}"
mairie.brayeenlaonnois@gmail.com,BRAYE-EN-LAONNOIS,"{""nom_commune"": ""BRAYE-EN-LAONNOIS"", ""departement_numero"": ""2"", ""zipcode"": ""02000"", ""population_commune"": ""223"", ""code_insee"": ""2115"", ""city"": ""BRAYE-EN-LAONNOIS"", ""state"": ""AISNE""}"
mairie.braye.thierache@orange.fr,BRAYE-EN-THIÉRACHE,"{""nom_commune"": ""BRAYE-EN-THIÉRACHE"", ""departement_numero"": ""2"", ""zipcode"": ""02140"", ""population_commune"": ""132"", ""code_insee"": ""2116"", ""city"": ""BRAYE-EN-THIÉRACHE"", ""state"": ""AISNE""}"
commune-de-braye@orange.fr,BRAYE,"{""nom_commune"": ""BRAYE"", ""departement_numero"": ""2"", ""zipcode"": ""02880"", ""population_commune"": ""121"", ""code_insee"": ""2118"", ""city"": ""BRAYE"", ""state"": ""AISNE""}"
brecy02@wanadoo.fr,BRÉCY,"{""nom_commune"": ""BRÉCY"", ""departement_numero"": ""2"", ""zipcode"": ""02210"", ""population_commune"": ""352"", ""code_insee"": ""2119"", ""city"": ""BRÉCY"", ""state"": ""AISNE""}"
mairie.brecy@wanadoo.fr,BRÉCY,"{""nom_commune"": ""BRÉCY"", ""departement_numero"": ""18"", ""zipcode"": ""18220"", ""population_commune"": ""352"", ""code_insee"": ""2119"", ""city"": ""BRÉCY"", ""state"": ""AISNE""}"
commune.brenelle@orange.fr,BRENELLE,"{""nom_commune"": ""BRENELLE"", ""departement_numero"": ""2"", ""zipcode"": ""02220"", ""population_commune"": ""197"", ""code_insee"": ""2120"", ""city"": ""BRENELLE"", ""state"": ""AISNE""}"
mairie.breny@orange.fr,BRENY,"{""nom_commune"": ""BRENY"", ""departement_numero"": ""2"", ""zipcode"": ""02210"", ""population_commune"": ""262"", ""code_insee"": ""2121"", ""city"": ""BRENY"", ""state"": ""AISNE""}"
commune.brie@orange.fr,BRIE,"{""nom_commune"": ""BRIE"", ""departement_numero"": ""2"", ""zipcode"": ""02870"", ""population_commune"": ""59"", ""code_insee"": ""2122"", ""city"": ""BRIE"", ""state"": ""AISNE""}"
mairie-de-brie09@orange.fr,BRIE,"{""nom_commune"": ""BRIE"", ""departement_numero"": ""9"", ""zipcode"": ""09700"", ""population_commune"": ""59"", ""code_insee"": ""2122"", ""city"": ""BRIE"", ""state"": ""AISNE""}"
mairie@mairie-brie.fr,BRIE,"{""nom_commune"": ""BRIE"", ""departement_numero"": ""16"", ""zipcode"": ""16590"", ""population_commune"": ""59"", ""code_insee"": ""2122"", ""city"": ""BRIE"", ""state"": ""AISNE""}"
accueil.mairie@brie.bzh,BRIE,"{""nom_commune"": ""BRIE"", ""departement_numero"": ""35"", ""zipcode"": ""35150"", ""population_commune"": ""59"", ""code_insee"": ""2122"", ""city"": ""BRIE"", ""state"": ""AISNE""}"
mairie.brie@laposte.net,BRIE,"{""nom_commune"": ""BRIE"", ""departement_numero"": ""80"", ""zipcode"": ""80200"", ""population_commune"": ""59"", ""code_insee"": ""2122"", ""city"": ""BRIE"", ""state"": ""AISNE""}"
mairie.brissay@wanadoo.fr,BRISSAY-CHOIGNY,"{""nom_commune"": ""BRISSAY-CHOIGNY"", ""departement_numero"": ""2"", ""zipcode"": ""02240"", ""population_commune"": ""307"", ""code_insee"": ""2123"", ""city"": ""BRISSAY-CHOIGNY"", ""state"": ""AISNE""}"
mairie-brissy-hamegicourt@wanadoo.fr,BRISSY-HAMÉGICOURT,"{""nom_commune"": ""BRISSY-HAMÉGICOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02240"", ""population_commune"": ""640"", ""code_insee"": ""2124"", ""city"": ""BRISSY-HAMÉGICOURT"", ""state"": ""AISNE""}"
mairiedebrumetz@orange.fr,BRUMETZ,"{""nom_commune"": ""BRUMETZ"", ""departement_numero"": ""2"", ""zipcode"": ""02810"", ""population_commune"": ""221"", ""code_insee"": ""2125"", ""city"": ""BRUMETZ"", ""state"": ""AISNE""}"
mairiebrunehamel@orange.fr,BRUNEHAMEL,"{""nom_commune"": ""BRUNEHAMEL"", ""departement_numero"": ""2"", ""zipcode"": ""02360"", ""population_commune"": ""530"", ""code_insee"": ""2126"", ""city"": ""BRUNEHAMEL"", ""state"": ""AISNE""}"
mairiebruyeres.surfere@orange.fr,BRUYÈRES-SUR-FÈRE,"{""nom_commune"": ""BRUYÈRES-SUR-FÈRE"", ""departement_numero"": ""2"", ""zipcode"": ""02130"", ""population_commune"": ""202"", ""code_insee"": ""2127"", ""city"": ""BRUYÈRES-SUR-FÈRE"", ""state"": ""AISNE""}"
mairie.bruyeres@wanadoo.fr,BRUYÈRES-ET-MONTBÉRAULT,"{""nom_commune"": ""BRUYÈRES-ET-MONTBÉRAULT"", ""departement_numero"": ""2"", ""zipcode"": ""02860"", ""population_commune"": ""1572"", ""code_insee"": ""2128"", ""city"": ""BRUYÈRES-ET-MONTBÉRAULT"", ""state"": ""AISNE""}"
mairiebucilly@orange.fr,BUCILLY,"{""nom_commune"": ""BUCILLY"", ""departement_numero"": ""2"", ""zipcode"": ""02500"", ""population_commune"": ""191"", ""code_insee"": ""2130"", ""city"": ""BUCILLY"", ""state"": ""AISNE""}"
bucy-le-long-mairie@wanadoo.fr,BUCY-LE-LONG,"{""nom_commune"": ""BUCY-LE-LONG"", ""departement_numero"": ""2"", ""zipcode"": ""02880"", ""population_commune"": ""1940"", ""code_insee"": ""2131"", ""city"": ""BUCY-LE-LONG"", ""state"": ""AISNE""}"
maire.bucylescerny@orange.fr,BUCY-LÈS-CERNY,"{""nom_commune"": ""BUCY-LÈS-CERNY"", ""departement_numero"": ""2"", ""zipcode"": ""02870"", ""population_commune"": ""192"", ""code_insee"": ""2132"", ""city"": ""BUCY-LÈS-CERNY"", ""state"": ""AISNE""}"
mairie.bucylespt@wanadoo.fr,BUCY-LÈS-PIERREPONT,"{""nom_commune"": ""BUCY-LÈS-PIERREPONT"", ""departement_numero"": ""2"", ""zipcode"": ""02350"", ""population_commune"": ""419"", ""code_insee"": ""2133"", ""city"": ""BUCY-LÈS-PIERREPONT"", ""state"": ""AISNE""}"
contact@buire.fr,BUIRE,"{""nom_commune"": ""BUIRE"", ""departement_numero"": ""2"", ""zipcode"": ""02500"", ""population_commune"": ""882"", ""code_insee"": ""2134"", ""city"": ""BUIRE"", ""state"": ""AISNE""}"
contact@mairiedebuironfosse.fr,BUIRONFOSSE,"{""nom_commune"": ""BUIRONFOSSE"", ""departement_numero"": ""2"", ""zipcode"": ""02620"", ""population_commune"": ""1189"", ""code_insee"": ""2135"", ""city"": ""BUIRONFOSSE"", ""state"": ""AISNE""}"
mairiedeburelles@orange.fr,BURELLES,"{""nom_commune"": ""BURELLES"", ""departement_numero"": ""2"", ""zipcode"": ""02140"", ""population_commune"": ""136"", ""code_insee"": ""2136"", ""city"": ""BURELLES"", ""state"": ""AISNE""}"
commune-de-bussiares@orange.fr,BUSSIARES,"{""nom_commune"": ""BUSSIARES"", ""departement_numero"": ""2"", ""zipcode"": ""02810"", ""population_commune"": ""125"", ""code_insee"": ""2137"", ""city"": ""BUSSIARES"", ""state"": ""AISNE""}"
mairiedebuzancy02@orange.fr,BUZANCY,"{""nom_commune"": ""BUZANCY"", ""departement_numero"": ""2"", ""zipcode"": ""02200"", ""population_commune"": ""186"", ""code_insee"": ""2138"", ""city"": ""BUZANCY"", ""state"": ""AISNE""}"
communedebuzancy@orange.fr,BUZANCY,"{""nom_commune"": ""BUZANCY"", ""departement_numero"": ""8"", ""zipcode"": ""08240"", ""population_commune"": ""186"", ""code_insee"": ""2138"", ""city"": ""BUZANCY"", ""state"": ""AISNE""}"
mairie.caillouel@wanadoo.fr,CAILLOUËL-CRÉPIGNY,"{""nom_commune"": ""CAILLOUËL-CRÉPIGNY"", ""departement_numero"": ""2"", ""zipcode"": ""02300"", ""population_commune"": ""428"", ""code_insee"": ""2139"", ""city"": ""CAILLOUËL-CRÉPIGNY"", ""state"": ""AISNE""}"
mairie.camelin@wanadoo.fr,CAMELIN,"{""nom_commune"": ""CAMELIN"", ""departement_numero"": ""2"", ""zipcode"": ""02300"", ""population_commune"": ""444"", ""code_insee"": ""2140"", ""city"": ""CAMELIN"", ""state"": ""AISNE""}"
mairie@villedelacapelle.fr,LA CAPELLE,"{""nom_commune"": ""LA CAPELLE"", ""departement_numero"": ""2"", ""zipcode"": ""02260"", ""population_commune"": ""1838"", ""code_insee"": ""2141"", ""city"": ""LA CAPELLE"", ""state"": ""AISNE""}"
mairie.castres@wanadoo.fr,CASTRES,"{""nom_commune"": ""CASTRES"", ""departement_numero"": ""2"", ""zipcode"": ""02680"", ""population_commune"": ""234"", ""code_insee"": ""2142"", ""city"": ""CASTRES"", ""state"": ""AISNE""}"
mairie@ville-castres.fr,CASTRES,"{""nom_commune"": ""CASTRES"", ""departement_numero"": ""81"", ""zipcode"": ""81108"", ""population_commune"": ""234"", ""code_insee"": ""2142"", ""city"": ""CASTRES"", ""state"": ""AISNE""}"
mairie-le-catelet@wanadoo.fr,LE CATELET,"{""nom_commune"": ""LE CATELET"", ""departement_numero"": ""2"", ""zipcode"": ""02420"", ""population_commune"": ""195"", ""code_insee"": ""2143"", ""city"": ""LE CATELET"", ""state"": ""AISNE""}"
caulaincourt@orange.fr,CAULAINCOURT,"{""nom_commune"": ""CAULAINCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02490"", ""population_commune"": ""138"", ""code_insee"": ""2144"", ""city"": ""CAULAINCOURT"", ""state"": ""AISNE""}"
caumont.mairie@wanadoo.fr,CAUMONT,"{""nom_commune"": ""CAUMONT"", ""departement_numero"": ""2"", ""zipcode"": ""02300"", ""population_commune"": ""570"", ""code_insee"": ""2145"", ""city"": ""CAUMONT"", ""state"": ""AISNE""}"
mairiedecaumont@wanadoo.fr,CAUMONT,"{""nom_commune"": ""CAUMONT"", ""departement_numero"": ""9"", ""zipcode"": ""09160"", ""population_commune"": ""570"", ""code_insee"": ""2145"", ""city"": ""CAUMONT"", ""state"": ""AISNE""}"
commune@caumont-normandie.fr,CAUMONT,"{""nom_commune"": ""CAUMONT"", ""departement_numero"": ""27"", ""zipcode"": ""27310"", ""population_commune"": ""570"", ""code_insee"": ""2145"", ""city"": ""CAUMONT"", ""state"": ""AISNE""}"
mairie.caumont@gmail.com,CAUMONT,"{""nom_commune"": ""CAUMONT"", ""departement_numero"": ""32"", ""zipcode"": ""32400"", ""population_commune"": ""570"", ""code_insee"": ""2145"", ""city"": ""CAUMONT"", ""state"": ""AISNE""}"
caumont2@wanadoo.fr,CAUMONT,"{""nom_commune"": ""CAUMONT"", ""departement_numero"": ""33"", ""zipcode"": ""33540"", ""population_commune"": ""570"", ""code_insee"": ""2145"", ""city"": ""CAUMONT"", ""state"": ""AISNE""}"
mairie-caumont@wanadoo.fr,CAUMONT,"{""nom_commune"": ""CAUMONT"", ""departement_numero"": ""62"", ""zipcode"": ""62140"", ""population_commune"": ""570"", ""code_insee"": ""2145"", ""city"": ""CAUMONT"", ""state"": ""AISNE""}"
mairie@caumont82.fr,CAUMONT,"{""nom_commune"": ""CAUMONT"", ""departement_numero"": ""82"", ""zipcode"": ""82210"", ""population_commune"": ""570"", ""code_insee"": ""2145"", ""city"": ""CAUMONT"", ""state"": ""AISNE""}"
mairie.celleslesconde@orange.fr,CELLES-LÈS-CONDÉ,"{""nom_commune"": ""CELLES-LÈS-CONDÉ"", ""departement_numero"": ""2"", ""zipcode"": ""02330"", ""population_commune"": ""77"", ""code_insee"": ""2146"", ""city"": ""CELLES-LÈS-CONDÉ"", ""state"": ""AISNE""}"
commune.celles.sur.aisne@wanadoo.fr,CELLES-SUR-AISNE,"{""nom_commune"": ""CELLES-SUR-AISNE"", ""departement_numero"": ""2"", ""zipcode"": ""02370"", ""population_commune"": ""252"", ""code_insee"": ""2148"", ""city"": ""CELLES-SUR-AISNE"", ""state"": ""AISNE""}"
mairie.cerizy@orange.fr,CERIZY,"{""nom_commune"": ""CERIZY"", ""departement_numero"": ""2"", ""zipcode"": ""02240"", ""population_commune"": ""58"", ""code_insee"": ""2149"", ""city"": ""CERIZY"", ""state"": ""AISNE""}"
mairie.cerny.02@wanadoo.fr,CERNY-EN-LAONNOIS,"{""nom_commune"": ""CERNY-EN-LAONNOIS"", ""departement_numero"": ""2"", ""zipcode"": ""02860"", ""population_commune"": ""73"", ""code_insee"": ""2150"", ""city"": ""CERNY-EN-LAONNOIS"", ""state"": ""AISNE""}"
mairiedechacrise@orange.fr,CHACRISE,"{""nom_commune"": ""CHACRISE"", ""departement_numero"": ""2"", ""zipcode"": ""02200"", ""population_commune"": ""313"", ""code_insee"": ""2154"", ""city"": ""CHACRISE"", ""state"": ""AISNE""}"
commune.chaillevois@wanadoo.fr,CHAILLEVOIS,"{""nom_commune"": ""CHAILLEVOIS"", ""departement_numero"": ""2"", ""zipcode"": ""02000"", ""population_commune"": ""185"", ""code_insee"": ""2155"", ""city"": ""CHAILLEVOIS"", ""state"": ""AISNE""}"
mairie.chalandry@wanadoo.fr,CHALANDRY,"{""nom_commune"": ""CHALANDRY"", ""departement_numero"": ""2"", ""zipcode"": ""02270"", ""population_commune"": ""226"", ""code_insee"": ""2156"", ""city"": ""CHALANDRY"", ""state"": ""AISNE""}"
mairie.chambry@wanadoo.fr,CHAMBRY,"{""nom_commune"": ""CHAMBRY"", ""departement_numero"": ""2"", ""zipcode"": ""02000"", ""population_commune"": ""735"", ""code_insee"": ""2157"", ""city"": ""CHAMBRY"", ""state"": ""AISNE""}"
mairie-chambry@orange.fr,CHAMBRY,"{""nom_commune"": ""CHAMBRY"", ""departement_numero"": ""77"", ""zipcode"": ""77910"", ""population_commune"": ""735"", ""code_insee"": ""2157"", ""city"": ""CHAMBRY"", ""state"": ""AISNE""}"
